#bin	chrom	chromStart	chromEnd	ix	type	frag	fragStart	fragEnd	strand
851	chr10	34964324	34981049	2095	W	AAFC03094132.1	0	16725	+
852	chr10	35032734	35040336	2098	W	AAFC03088501.1	0	7602	-
852	chr10	35040684	35057543	2100	W	AAFC03088502.1	0	16859	+
852	chr10	35057593	35125166	2102	W	AAFC03088505.1	0	67573	+
853	chr10	35178220	35185088	2105	W	AAFC02124216.1	4068	10936	-
853	chr10	35185088	35189679	2106	W	AAFC03032319.1	0	4591	+
853	chr10	35189729	35199965	2108	W	AAFC03032316.1	0	10236	-
853	chr10	35200015	35202969	2110	W	AAFC03032320.1	8557	11511	-
853	chr10	35202969	35214493	2111	W	AAFC02162744.1	0	11524	+
853	chr10	35214557	35216744	2113	W	AAFC03032318.1	0	2187	-
853	chr10	35216744	35242721	2114	W	AAFC03032315.1	64	26041	+
854	chr10	35280011	35282336	2116	W	AAFC03032313.1	36732	39057	+
854	chr10	35282336	35285818	2117	W	AAFC03032317.1	0	3482	-
854	chr10	35285868	35292928	2119	W	AAFC03034771.1	0	7060	-
854	chr10	35292978	35299852	2121	W	AAFC03034772.1	0	6874	+
854	chr10	35299902	35303821	2123	W	AAFC03034776.1	0	3919	-
854	chr10	35304327	35307086	2125	W	AAFC03034775.1	0	2759	-
854	chr10	35307136	35311328	2127	W	AAFC03034773.1	0	4192	+
854	chr10	35311378	35324522	2129	W	AAFC03034769.1	0	13144	+
854	chr10	35325470	35372302	2131	W	AAFC03034768.1	0	46832	-
855	chr10	35395776	35395896	2135	W	AAFC03034774.1	19999	20119	-
855	chr10	35395896	35402928	2136	W	AAFC03053420.1	0	7032	+
855	chr10	35402928	35446224	2137	W	AAFC02029531.1	0	43296	+
855	chr10	35446224	35459810	2138	W	AAFC03053418.1	3704	17290	-
855	chr10	35459810	35467729	2139	W	AAFC03129579.1	878	8797	-
855	chr10	35467729	35500962	2140	W	AAFC03053419.1	0	33233	+
856	chr10	35558816	35601860	2143	W	AAFC03016286.1	0	43044	-
856	chr10	35601860	35606183	2144	W	AAFC03119727.1	0	4323	-
856	chr10	35606233	35607667	2146	W	AAFC02100160.1	0	1434	+
856	chr10	35607667	35635624	2147	W	AAFC03016284.1	0	27957	-
857	chr10	35680895	35709655	2150	W	AAFC03016285.1	31838	60598	+
857	chr10	35709655	35744235	2151	W	AAFC03004845.1	55400	89980	+
857	chr10	35744235	35745137	2152	W	AAFC03123623.1	57598	58500	+
857	chr10	35745187	35756856	2154	W	AAFC03123622.1	0	11669	-
858	chr10	35815824	35835772	2156	W	AAFC03123621.1	53629	73577	+
858	chr10	35835772	35856217	2157	W	AAFC03004843.1	0	20445	-
858	chr10	35856700	35861612	2159	W	AAFC03004840.1	0	4912	-
858	chr10	35861662	35885405	2161	W	AAFC03004842.1	0	23743	+
858	chr10	35885948	35904530	2163	W	AAFC03004841.1	0	18582	+
858	chr10	35904530	35906029	2164	W	AAFC03120463.1	17762	19261	+
859	chr10	35957824	36021126	2167	W	AAFC03076042.1	0	63302	+
860	chr10	36052700	36072624	2171	W	AAFC03076040.1	0	19924	-
860	chr10	36072624	36114161	2172	W	AAFC03057946.1	0	41537	-
861	chr10	36203379	36253832	2175	W	AAFC03003127.1	21346	71799	+
861	chr10	36253882	36257567	2177	W	AAFC03003012.1	0	3685	-
861	chr10	36257567	36260100	2178	W	AAFC03003123.1	0	2533	-
861	chr10	36260452	36266558	2180	W	AAFC03003122.1	0	6106	+
861	chr10	36266558	36277591	2181	W	AAFC03003015.1	5464	16497	+
861	chr10	36277591	36303298	2182	W	AAFC03121707.1	16370	42077	+
862	chr10	36328785	36358462	2185	W	AAFC02048456.1	16443	46120	-
862	chr10	36358462	36383743	2186	W	AAFC03112441.1	0	25281	-
862	chr10	36383793	36419850	2188	W	AAFC03112440.1	0	36057	+
862	chr10	36419850	36426145	2189	W	AAFC03019596.1	0	6295	+
862	chr10	36426145	36433940	2190	W	AAFC02048451.1	10250	18045	-
863	chr10	36446536	36457007	2192	W	AAFC02190659.1	0	10471	+
863	chr10	36457057	36458977	2194	W	AAFC03131137.1	0	1920	-
863	chr10	36459027	36484094	2196	W	AAFC03019599.1	0	25067	-
863	chr10	36485354	36487446	2198	W	AAFC03019595.1	0	2092	-
863	chr10	36487496	36510504	2200	W	AAFC03019598.1	0	23008	+
863	chr10	36510504	36550887	2201	W	AAFC03071767.1	14465	54848	+
864	chr10	36621233	36623226	2205	W	AAFC03071765.1	24486	26479	-
864	chr10	36623226	36639761	2206	W	AAFC03095253.1	8	16543	+
864	chr10	36639761	36647637	2207	W	AAFC02022908.1	11015	18891	-
864	chr10	36647637	36670507	2208	W	AAFC03071766.1	0	22870	+
865	chr10	36718749	36729543	2211	W	AAFC03128934.1	0	10794	+
865	chr10	36729543	36748928	2212	W	AAFC03095252.1	0	19385	-
865	chr10	36748978	36763219	2214	W	AAFC03095251.1	0	14241	+
865	chr10	36763533	36809751	2216	W	AAFC03095254.1	0	46218	-
866	chr10	36838882	36936112	2218	W	AAFC03068996.1	10145	107375	+
867	chr10	36976200	36976356	2220	W	AAFC03068995.1	0	156	-
867	chr10	36976406	37005535	2222	W	AAFC03004807.1	0	29129	-
867	chr10	37005585	37038427	2224	W	AAFC03004808.1	0	32842	-
868	chr10	37094729	37126079	2228	W	AAFC03120697.1	7748	39098	-
868	chr10	37126079	37134157	2229	W	AAFC03027061.1	0	8078	+
868	chr10	37134157	37155519	2230	W	AAFC02038907.1	18287	39649	-
868	chr10	37155519	37219465	2231	W	AAFC03051289.1	110454	174400	-
870	chr10	37377562	37413204	2233	W	AAFC03001320.1	0	35642	+
870	chr10	37413254	37414875	2235	W	AAFC03001314.1	0	1621	+
870	chr10	37415125	37435943	2237	W	AAFC03001317.1	0	20818	+
870	chr10	37436064	37476523	2239	W	AAFC03001321.1	0	40459	+
871	chr10	37504808	37509408	2242	W	AAFC03119185.1	0	4600	-
871	chr10	37509408	37513724	2243	W	AAFC03001315.1	0	4316	-
871	chr10	37513856	37536532	2245	W	AAFC03001318.1	0	22676	+
871	chr10	37536582	37597839	2247	W	AAFC03119186.1	0	61257	+
872	chr10	37621117	37642043	2251	W	AAFC03110427.1	0	20926	-
872	chr10	37642093	37649081	2253	W	AAFC03110430.1	0	6988	+
872	chr10	37649143	37670059	2255	W	AAFC02110176.1	0	20916	-
872	chr10	37697451	37698789	2257	W	AAFC03110435.1	0	1338	+
872	chr10	37699269	37714060	2259	W	AAFC02066733.1	0	14791	+
872	chr10	37714325	37719077	2261	W	AAFC03110431.1	0	4752	-
872	chr10	37719206	37719339	2263	W	AAFC03110433.1	0	133	+
872	chr10	37719339	37722409	2264	W	AAFC02128858.1	0	3070	+
872	chr10	37722409	37724703	2265	W	AAFC03110434.1	0	2294	-
872	chr10	37724838	37733931	2267	W	AAFC02136761.1	0	9093	-
872	chr10	37734004	37735598	2269	W	AAFC03110438.1	0	1594	+
873	chr10	37785707	37786177	2272	W	AAFC03004039.1	24485	24955	+
873	chr10	37786227	37813653	2274	W	AAFC03004040.1	0	27426	-
873	chr10	37813741	37827182	2276	W	AAFC03004038.1	0	13441	+
873	chr10	37827182	37833512	2277	W	AAFC02145257.1	3144	9474	-
874	chr10	37880419	37901534	2279	W	AAFC02033166.1	24565	45680	-
874	chr10	37901534	37936885	2280	W	AAFC03049795.1	0	35351	+
874	chr10	37936935	37963929	2282	W	AAFC03049794.1	0	26994	-
874	chr10	37963979	37977071	2284	W	AAFC03049792.1	0	13092	-
874	chr10	37977121	37987732	2286	W	AAFC03049791.1	0	10611	+
874	chr10	37987732	37992868	2287	W	AAFC02150182.1	0	5136	+
875	chr10	38014749	38102185	2290	W	AAFC03122511.1	0	87436	-
875	chr10	38102693	38109092	2292	W	AAFC03041434.1	0	6399	-
875	chr10	38109142	38128454	2294	W	AAFC03122510.1	0	19312	+
876	chr10	38145614	38147324	2298	W	AAFC03041432.1	432	2142	-
876	chr10	38147324	38148958	2299	W	AAFC03038340.1	0	1634	+
876	chr10	38149530	38154145	2301	W	AAFC03038342.1	0	4615	+
876	chr10	38154145	38164295	2302	W	AAFC03041435.1	10	10160	+
876	chr10	38164295	38178233	2303	W	AAFC03038344.1	0	13938	+
876	chr10	38178233	38179476	2304	W	AAFC03041433.1	0	1243	+
876	chr10	38179476	38191172	2305	W	AAFC03038343.1	0	11696	-
876	chr10	38191547	38192704	2307	W	AAFC03038341.1	0	1157	+
876	chr10	38193091	38210580	2309	W	AAFC03038345.1	0	17489	+
877	chr10	38295837	38300487	2312	W	AAFC03130220.1	0	4650	-
877	chr10	38301260	38308388	2314	W	AAFC03122858.1	0	7128	-
878	chr10	38438569	38440236	2317	W	AAFC03089147.1	3123	4790	+
878	chr10	38440358	38523225	2319	W	AAFC03089150.1	0	82867	-
879	chr10	38567507	38615515	2322	W	AAFC03045334.1	33433	81441	+
880	chr10	38689006	38694369	2325	W	AAFC03045333.1	6310	11673	-
880	chr10	38694369	38703074	2326	W	AAFC03101748.1	1320	10025	-
880	chr10	38703074	38704653	2327	W	AAFC03026732.1	1966	3545	-
880	chr10	38704653	38706556	2328	W	AAFC03101749.1	1648	3551	-
880	chr10	38706556	38706741	2329	W	AAFC03026730.1	0	185	+
880	chr10	38706741	38718942	2330	W	AAFC02077523.1	0	12201	+
880	chr10	38718942	38727517	2331	W	AAFC03101753.1	0	8575	+
880	chr10	38727517	38737030	2332	W	AAFC03026728.1	10313	19826	-
880	chr10	38737030	38748497	2333	W	AAFC03101755.1	1088	12555	-
880	chr10	38748497	38750089	2334	W	AAFC03026733.1	0	1592	-
880	chr10	38750139	38764702	2336	W	AAFC03026729.1	0	14563	+
880	chr10	38764702	38769569	2337	W	AAFC03026731.1	0	4867	-
880	chr10	38769619	38774069	2339	W	AAFC03101760.1	0	4450	+
881	chr10	38815745	38818052	2342	W	AAFC03101758.1	0	2307	-
881	chr10	38818052	38819347	2343	W	AAFC03101759.1	135	1430	+
881	chr10	38820019	38822087	2345	W	AAFC03101750.1	0	2068	+
881	chr10	38822233	38824893	2347	W	AAFC03101747.1	0	2660	-
881	chr10	38824893	38830240	2348	W	AAFC03101752.1	659	6006	+
881	chr10	38830290	38841701	2350	W	AAFC03101751.1	0	11411	-
881	chr10	38841751	38856536	2352	W	AAFC03101744.1	0	14785	+
881	chr10	38856586	38859838	2354	W	AAFC03101754.1	0	3252	-
881	chr10	38859888	38867427	2356	W	AAFC02047065.1	0	7539	+
881	chr10	38867427	38872813	2357	W	AAFC03101757.1	0	5386	+
881	chr10	38873619	38879337	2359	W	AAFC03101743.1	0	5718	-
881	chr10	38884337	38886279	2361	W	AAFC03112379.1	0	1942	+
881	chr10	38887206	38890682	2363	W	AAFC03112378.1	0	3476	-
881	chr10	38890682	38897167	2364	W	AAFC03112361.1	0	6485	-
881	chr10	38897217	38901975	2366	W	AAFC03112371.1	0	4758	+
881	chr10	38902025	38916443	2368	W	AAFC02047068.1	0	14418	+
882	chr10	38944026	38961198	2371	W	AAFC03112362.1	0	17172	+
882	chr10	38961198	38962512	2372	W	AAFC03112370.1	3738	5052	-
882	chr10	38962512	38967184	2373	W	AAFC02030323.1	0	4672	-
882	chr10	38967234	38970705	2375	W	AAFC03129745.1	0	3471	+
882	chr10	38971312	38977752	2377	W	AAFC03119809.1	0	6440	+
882	chr10	38977933	38987302	2379	W	AAFC03112373.1	0	9369	-
882	chr10	38988599	39003301	2381	W	AAFC03112360.1	7204	21906	-
882	chr10	39003301	39012694	2382	W	AAFC02052940.1	0	9393	+
883	chr10	39062204	39065851	2384	W	AAFC02164426.1	0	3647	+
885	chr10	39388055	39410068	2387	W	AAFC03119373.1	0	22013	-
886	chr10	39474369	39476874	2391	W	AAFC02008330.1	16798	19303	-
886	chr10	39476874	39581711	2392	W	AAFC03065931.1	28332	133169	-
887	chr10	39611486	39612232	2395	W	AAFC03065928.1	2074	2820	-
887	chr10	39612232	39614816	2396	W	AAFC03095191.1	2064	4648	-
887	chr10	39614816	39621207	2397	W	AAFC03065929.1	0	6391	-
887	chr10	39621257	39636834	2399	W	AAFC03065930.1	0	15577	+
887	chr10	39636884	39681262	2401	W	AAFC03095195.1	0	44378	-
887	chr10	39681312	39700205	2403	W	AAFC03095194.1	9880	28773	-
887	chr10	39700205	39709100	2404	W	AAFC03008254.1	0	8895	+
888	chr10	39722362	39756023	2406	W	AAFC03008257.1	0	33661	+
888	chr10	39756023	39773975	2407	W	AAFC02044710.1	0	17952	+
888	chr10	39774025	39775995	2409	W	AAFC02139429.1	9686	11656	-
888	chr10	39775995	39796299	2410	W	AAFC03008256.1	25774	46078	-
888	chr10	39796299	39824149	2411	W	AAFC03125096.1	0	27850	+
888	chr10	39824199	39839055	2413	W	AAFC03118215.1	0	14856	+
889	chr10	39864312	39892004	2416	W	AAFC03085570.1	0	27692	+
889	chr10	39892288	39964174	2418	W	AAFC03085571.1	0	71886	+
890	chr10	39985518	39986808	2421	W	AAFC03085569.1	0	1290	+
890	chr10	39986808	40009860	2422	W	AAFC03020188.1	0	23052	+
890	chr10	40009860	40012081	2423	W	AAFC03085567.1	1280	3501	-
890	chr10	40012081	40030827	2424	W	AAFC03020189.1	0	18746	+
890	chr10	40030827	40070249	2425	W	AAFC03091450.1	0	39422	+
890	chr10	40070249	40074256	2426	W	AAFC03091448.1	0	4007	+
890	chr10	40074441	40091883	2428	W	AAFC03091449.1	0	17442	+
893	chr10	40370885	40378300	2434	W	AAFC03120704.1	11552	18967	-
893	chr10	40378300	40389951	2435	W	AAFC03089868.1	34568	46219	-
893	chr10	40389951	40408072	2436	W	AAFC02081181.1	32942	51063	-
893	chr10	40408072	40441123	2437	W	AAFC03005595.1	1	33052	+
893	chr10	40441123	40493695	2438	W	AAFC03120705.1	0	52572	+
894	chr10	40517945	40518080	2441	W	AAFC03120706.1	0	135	+
894	chr10	40518080	40536156	2442	W	AAFC03005592.1	7	18083	+
894	chr10	40536206	40549623	2444	W	AAFC03005591.1	2973	16390	-
894	chr10	40549623	40557589	2445	W	AAFC03009844.1	0	7966	+
894	chr10	40557589	40562899	2446	W	AAFC03005593.1	19165	24475	-
894	chr10	40562899	40585312	2447	W	AAFC03009846.1	7533	29946	-
895	chr10	40637859	40643590	2449	W	AAFC02105631.1	7312	13043	-
895	chr10	40643590	40721139	2450	W	AAFC03009848.1	0	77549	-
896	chr10	40815461	40836896	2454	W	AAFC03033737.1	4707	26142	-
896	chr10	40836896	40849564	2455	W	AAFC03127320.1	0	12668	-
896	chr10	40850039	40862786	2457	W	AAFC03033736.1	0	12747	+
896	chr10	40863286	40867812	2459	W	AAFC03033735.1	0	4526	-
896	chr10	40867862	40873715	2461	W	AAFC03129945.1	0	5853	+
896	chr10	40873765	40885835	2463	W	AAFC03127899.1	0	12070	-
897	chr10	40907075	40909628	2466	W	AAFC03042263.1	0	2553	+
897	chr10	40909678	40953846	2468	W	AAFC03042265.1	0	44168	+
897	chr10	40953896	40971189	2470	W	AAFC03042264.1	0	17293	-
898	chr10	41059221	41087832	2473	W	AAFC03041328.1	650	29261	+
898	chr10	41087832	41095472	2474	W	AAFC03041326.1	12840	20480	-
898	chr10	41095472	41117975	2475	W	AAFC02021000.1	0	22503	+
898	chr10	41118025	41121870	2477	W	AAFC03041320.1	0	3845	+
898	chr10	41122087	41143787	2479	W	AAFC03041327.1	0	21700	-
899	chr10	41198284	41201307	2481	W	AAFC03126224.1	0	3023	+
899	chr10	41201307	41232615	2482	W	AAFC03041329.1	7	31315	+
900	chr10	41292671	41302436	2484	W	AAFC03129453.1	1638	11403	-
900	chr10	41302436	41324248	2485	W	AAFC03020826.1	0	21812	+
900	chr10	41324321	41333243	2487	W	AAFC03020825.1	0	8922	-
900	chr10	41334153	41391979	2489	W	AAFC03020829.1	0	57826	+
901	chr10	41423217	41424115	2491	W	AAFC03020827.1	38764	39662	-
902	chr10	41580686	41598714	2494	W	AAFC03009025.1	0	18028	-
902	chr10	41603714	41604812	2496	W	AAFC03098470.1	0	1098	+
902	chr10	41605133	41631830	2498	W	AAFC03098479.1	0	26697	+
902	chr10	41631880	41633444	2500	W	AAFC03098472.1	0	1564	-
903	chr10	41684815	41686561	2502	W	AAFC03098471.1	0	1746	+
903	chr10	41686611	41734456	2504	W	AAFC03098480.1	0	47845	-
903	chr10	41734506	41745667	2506	W	AAFC03098477.1	0	11161	+
904	chr10	41829380	41848419	2510	W	AAFC03098478.1	0	19039	-
904	chr10	41848419	41872650	2511	W	AAFC03117948.1	0	24231	-
904	chr10	41872700	41893016	2513	W	AAFC03035169.1	0	20316	+
904	chr10	41893016	41913051	2514	W	AAFC03117095.1	0	20035	-
904	chr10	41913181	41916360	2516	W	AAFC03035167.1	0	3179	+
904	chr10	41916410	41925735	2518	W	AAFC03125338.1	0	9325	+
905	chr10	41988995	41993439	2521	W	AAFC03035168.1	8516	12960	-
905	chr10	41993439	41996905	2522	W	AAFC02118731.1	12047	15513	-
905	chr10	41996905	42011273	2523	W	AAFC03074751.1	0	14368	-
905	chr10	42011323	42015400	2525	W	AAFC03074750.1	0	4077	+
905	chr10	42015450	42037793	2527	W	AAFC03074752.1	0	22343	-
905	chr10	42037793	42039778	2528	W	AAFC03041323.1	0	1985	-
905	chr10	42039828	42043376	2530	W	AAFC03041316.1	0	3548	-
906	chr10	42137036	42146738	2533	W	AAFC03023326.1	0	9702	-
906	chr10	42146788	42149195	2535	W	AAFC03023325.1	0	2407	+
906	chr10	42149425	42163716	2537	W	AAFC03023328.1	0	14291	+
906	chr10	42164126	42175881	2539	W	AAFC03023327.1	0	11755	-
907	chr10	42269987	42316455	2542	W	AAFC03027756.1	0	46468	+
907	chr10	42316576	42329636	2544	W	AAFC03027754.1	0	13060	-
908	chr10	42344407	42375504	2547	W	AAFC03057992.1	887	31984	+
908	chr10	42375554	42419750	2549	W	AAFC03057993.1	0	44196	+
908	chr10	42419800	42421375	2551	W	AAFC03057990.1	0	1575	-
908	chr10	42421425	42453802	2553	W	AAFC03057991.1	0	32377	-
909	chr10	42497487	42500708	2556	W	AAFC03032871.1	0	3221	+
909	chr10	42500758	42529670	2558	W	AAFC03032872.1	0	28912	-
911	chr10	42762140	42788295	2563	W	AAFC03095073.1	0	26155	-
911	chr10	42788345	42815909	2565	W	AAFC03095075.1	0	27564	+
911	chr10	42815909	42823009	2566	W	AAFC02118357.1	0	7100	+
911	chr10	42823009	42857311	2567	W	AAFC03095076.1	13867	48169	-
912	chr10	42908640	42910245	2570	W	AAFC03095070.1	0	1605	+
912	chr10	42910295	42911680	2572	W	AAFC03095069.1	0	1385	+
912	chr10	42912214	42930280	2574	W	AAFC03095072.1	0	18066	-
912	chr10	42930330	42961822	2576	W	AAFC03095074.1	0	31492	-
912	chr10	42961872	42973995	2578	W	AAFC03095071.1	0	12123	-
912	chr10	42975181	42978060	2580	W	AAFC03127467.1	0	2879	+
912	chr10	42978339	42979812	2582	W	AAFC03123886.1	31096	32569	-
913	chr10	43090839	43094976	2584	W	AAFC03069515.1	0	4137	-
914	chr10	43136331	43160737	2587	W	AAFC03067051.1	10030	34436	-
914	chr10	43160737	43170926	2588	W	AAFC02064428.1	0	10189	+
914	chr10	43170926	43180245	2589	W	AAFC03067050.1	0	9319	+
914	chr10	43180295	43233334	2591	W	AAFC03067052.1	0	53039	+
915	chr10	43348188	43355611	2594	W	AAFC03035230.1	15613	23036	-
916	chr10	43407770	43476958	2597	W	AAFC03053433.1	0	69188	+
916	chr10	43476958	43483256	2598	W	AAFC02012087.1	0	6298	+
917	chr10	43534049	43534948	2601	W	AAFC03092337.1	0	899	+
917	chr10	43534948	43543370	2602	W	AAFC03129322.1	3	8425	+
917	chr10	43543585	43597852	2604	W	AAFC03092341.1	0	54267	-
917	chr10	43597902	43600021	2606	W	AAFC03010652.1	0	2119	+
917	chr10	43600021	43635922	2607	W	AAFC03092339.1	0	35901	-
917	chr10	43635972	43639604	2609	W	AAFC03092338.1	20024	23656	-
918	chr10	43727148	43730120	2611	W	AAFC03018507.1	902	3874	-
918	chr10	43730120	43746012	2612	W	AAFC03010653.1	12940	28832	-
918	chr10	43746012	43765687	2613	W	AAFC03127654.1	3	19678	+
918	chr10	43765737	43768279	2615	W	AAFC03129854.1	0	2542	-
919	chr10	43853067	43873191	2619	W	AAFC03080039.1	0	20124	-
919	chr10	43873899	43893324	2621	W	AAFC03080038.1	0	19425	+
919	chr10	43893324	43903054	2622	W	AAFC02059369.1	0	9730	+
920	chr10	43924001	43929137	2625	W	AAFC03080035.1	0	5136	+
920	chr10	43929294	43934042	2627	W	AAFC03080034.1	0	4748	-
920	chr10	43934247	43935813	2629	W	AAFC03080032.1	0	1566	-
920	chr10	43935957	43960055	2631	W	AAFC03080041.1	0	24098	+
920	chr10	43960105	43962499	2633	W	AAFC03080033.1	0	2394	-
920	chr10	43963626	43971885	2635	W	AAFC03080036.1	0	8259	-
920	chr10	43976885	43978834	2637	W	AAFC03054122.1	0	1949	+
921	chr10	44078772	44111754	2641	W	AAFC03054128.1	0	32982	+
922	chr10	44171762	44175410	2644	W	AAFC03008260.1	14124	17772	-
922	chr10	44175410	44193950	2645	W	AAFC03123278.1	0	18540	+
922	chr10	44193950	44233733	2646	W	AAFC03008261.1	0	39783	-
922	chr10	44237529	44249065	2648	W	AAFC03008258.1	0	11536	+
922	chr10	44249115	44256939	2650	W	AAFC02054767.1	19348	27172	-
923	chr10	44332128	44395914	2653	W	AAFC03052583.1	0	63786	-
924	chr10	44435127	44436646	2656	W	AAFC03071957.1	0	1519	+
924	chr10	44436696	44448185	2658	W	AAFC03071960.1	0	11489	+
924	chr10	44448235	44455545	2660	W	AAFC03071958.1	0	7310	-
924	chr10	44459984	44468919	2662	W	AAFC02125762.1	15002	23937	-
924	chr10	44468919	44490407	2663	W	AAFC03098422.1	0	21488	+
924	chr10	44490457	44496621	2665	W	AAFC03098415.1	0	6164	-
924	chr10	44496855	44498868	2667	W	AAFC03098407.1	0	2013	+
924	chr10	44499104	44516003	2669	W	AAFC03098419.1	0	16899	+
924	chr10	44516053	44521640	2671	W	AAFC03098414.1	0	5587	-
925	chr10	44625869	44626975	2675	W	AAFC03098525.1	0	1106	+
925	chr10	44627025	44678153	2677	W	AAFC03098532.1	30564	81692	-
926	chr10	44764740	44766271	2680	W	AAFC03064938.1	0	1531	+
926	chr10	44766321	44780344	2682	W	AAFC03064941.1	0	14023	+
926	chr10	44780394	44795296	2684	W	AAFC03064942.1	0	14902	-
926	chr10	44795346	44797218	2686	W	AAFC03064940.1	0	1872	+
927	chr10	44899923	44901282	2689	W	AAFC03057214.1	0	1359	-
927	chr10	44901782	44906905	2691	W	AAFC03057217.1	55472	60595	-
928	chr10	45025548	45028365	2694	W	AAFC03027777.1	0	2817	+
928	chr10	45028415	45055698	2696	W	AAFC03027778.1	0	27283	-
928	chr10	45056093	45080497	2698	W	AAFC03027779.1	1560	25964	-
928	chr10	45080497	45084529	2699	W	AAFC03116976.1	0	4032	+
929	chr10	45095142	45113877	2702	W	AAFC03023705.1	1	18736	+
929	chr10	45113927	45121718	2704	W	AAFC03023704.1	0	7791	-
929	chr10	45121831	45180934	2706	W	AAFC03023706.1	0	59103	+
929	chr10	45180934	45218469	2707	W	AAFC03041626.1	0	37535	+
930	chr10	45275932	45308277	2709	W	AAFC03041625.1	7	32352	+
931	chr10	45352719	45406496	2712	W	AAFC03008456.1	0	53777	-
931	chr10	45406546	45439405	2714	W	AAFC03069127.1	0	32859	-
931	chr10	45439455	45465326	2716	W	AAFC03069128.1	0	25871	+
932	chr10	45491036	45516944	2718	W	AAFC03069129.1	68550	94458	-
933	chr10	45661228	45683537	2720	W	AAFC03003927.1	0	22309	-
933	chr10	45684037	45687817	2722	W	AAFC03003925.1	0	3780	+
934	chr10	45759341	45759928	2725	W	AAFC03003928.1	0	587	-
934	chr10	45759978	45780925	2727	W	AAFC03126043.1	0	20947	-
934	chr10	45780925	45785713	2728	W	AAFC03003926.1	0	4788	-
934	chr10	45785713	45823099	2729	W	AAFC03121013.1	3957	41343	+
935	chr10	45882807	45892405	2731	W	AAFC03125077.1	0	9598	-
935	chr10	45892705	45930472	2733	W	AAFC03121012.1	0	37767	-
937	chr10	46176975	46177973	2738	W	AAFC03131172.1	5336	6334	-
937	chr10	46177973	46232094	2739	W	AAFC03081296.1	1284	55405	-
937	chr10	46232094	46239148	2740	W	AAFC03081295.1	20902	27956	-
938	chr10	46281192	46286483	2743	W	AAFC03131208.1	0	5291	+
938	chr10	46286533	46289196	2745	W	AAFC02159593.1	6017	8680	-
938	chr10	46289196	46357702	2746	W	AAFC03026538.1	0	68506	+
938	chr10	46357702	46361366	2747	W	AAFC02047489.1	0	3664	+
938	chr10	46361366	46376037	2748	W	AAFC03026535.1	0	14671	+
938	chr10	46376423	46379258	2750	W	AAFC02101026.1	0	2835	+
939	chr10	46403962	46412504	2752	W	AAFC03043236.1	0	8542	+
939	chr10	46412504	46428719	2753	W	AAFC03026536.1	15432	31647	-
939	chr10	46428719	46498201	2754	W	AAFC03043237.1	16736	86218	-
939	chr10	46498201	46518834	2755	W	AAFC03017479.1	0	20633	+
940	chr10	46543922	46619206	2757	W	AAFC03017480.1	61925	137209	-
941	chr10	46698906	46774692	2760	W	AAFC03050429.1	0	75786	+
942	chr10	46802669	46810739	2762	W	AAFC03054426.1	28444	36514	-
942	chr10	46810739	46840876	2763	W	AAFC02036090.1	0	30137	+
942	chr10	46840876	46853353	2764	W	AAFC03071514.1	0	12477	+
942	chr10	46853353	46860917	2765	W	AAFC03054423.1	0	7564	+
942	chr10	46860917	46891809	2766	W	AAFC03071517.1	0	30892	+
943	chr10	46939158	46942366	2768	W	AAFC03071515.1	20693	23901	-
943	chr10	46942366	46972554	2769	W	AAFC03080807.1	0	30188	-
943	chr10	46972604	46996575	2771	W	AAFC03080806.1	0	23971	+
943	chr10	46996575	47015508	2772	W	AAFC03071516.1	10682	29615	+
943	chr10	47015508	47033217	2773	W	AAFC03080808.1	0	17709	-
943	chr10	47033267	47044673	2775	W	AAFC03080805.1	0	11406	+
943	chr10	47049673	47051146	2777	W	AAFC03018781.1	0	1473	+
943	chr10	47051522	47052764	2779	W	AAFC03018780.1	0	1242	+
944	chr10	47061329	47063762	2783	W	AAFC03018782.1	0	2433	+
944	chr10	47064434	47065848	2785	W	AAFC03018784.1	0	1414	-
944	chr10	47065898	47069560	2787	W	AAFC03018786.1	0	3662	+
944	chr10	47069610	47072623	2789	W	AAFC03018785.1	0	3013	-
944	chr10	47072673	47098904	2791	W	AAFC03018788.1	0	26231	-
944	chr10	47098954	47135000	2793	W	AAFC03018789.1	0	36046	-
944	chr10	47149400	47152315	2795	W	AAFC03018783.1	0	2915	+
945	chr10	47197331	47200276	2798	W	AAFC02114684.1	7901	10846	-
945	chr10	47200276	47228962	2799	W	AAFC03018790.1	12199	40885	-
945	chr10	47228962	47241334	2800	W	AAFC03033645.1	0	12372	+
945	chr10	47241384	47256776	2802	W	AAFC03033646.1	0	15392	-
945	chr10	47256826	47266949	2804	W	AAFC03033644.1	0	10123	-
945	chr10	47267762	47267865	2806	W	AAFC03040266.1	0	103	+
945	chr10	47267865	47310940	2807	W	AAFC03033647.1	0	43075	+
948	chr10	47584824	47586096	2812	W	AAFC03118256.1	0	1272	+
948	chr10	47586096	47698376	2813	W	AAFC03007949.1	9	112289	+
949	chr10	47711205	47747067	2815	W	AAFC03007948.1	0	35862	+
949	chr10	47747117	47787063	2817	W	AAFC03088758.1	0	39946	-
949	chr10	47787113	47807918	2819	W	AAFC03118255.1	0	20805	-
950	chr10	47841970	47891337	2823	W	AAFC03088759.1	0	49367	-
950	chr10	47891387	47898177	2825	W	AAFC03088755.1	0	6790	+
950	chr10	47898227	47948796	2827	W	AAFC03118257.1	0	50569	-
